question,answer_text,distractor
What is the main subject discussed in the text ?,More women than men are graduating from college .,"'More men than men are graduating from college .', 'More women than men were graduating from college .'"
We infer   that the writer wrote this passage to,tell us how to get along with our neighours,"'tell us how to get along with our neighours', 'hear us how to get along with our neighours'"
Which would be the best title of the passage ?,Why should the family eat together ?,"'Why should the household eat together ?', 'Why should the family eat together ?'"
"From the teacher 's point of view ,",children should be left to decide what to read and how to read,"'hairdressers should be left to decide what to read and how to read', 'children should been left to decide what to read and how to read'"
You can get a better mark if,you go over your notes carefully for the exam,"'you go over your bibliography carefully for the exam', 'you come over your notes carefully for the exam'"
"It is suggested that we "" should choose paper with small amounts of printing "" to",make paper by ourselves,"'make memory by ourselves', 'find paper by ourselves'"
We can learn from the passage that the new character model    ,highlights the neural and psychological aspects of habit change .,"'synopsis the neural and psychological aspects of habit change .', 'highlights the neural and psychological aspects of habit change .'"
What can be inferred from the passage ?,"The work of art itself , not the critics , determines its greatness .","'The experience of art itself , not the critics , determines its greatness .', 'The work of art itself , not the critics , ensures its greatness .'"
"According to the text , which of the following is the most popular way that youngsters in India celebrate Friendship Day ?",Seeing a film with friends,"'Seeing a mockumentary with friends', 'visual_perception a film with friends'"
It is implied but not stated in the passage that,people have unreasonable fears about the octopus,"'schoolteachers have unreasonable fears about the octopus', 'people 've unreasonable fears about the octopus'"
Which of the following is NOT the advantage of the kangaroo method ?,The direct skin contact reduce the risk of failing ill,"'The direct hair contact reduce the risk of failing ill', 'The direct skin contact minimize the risk of failing ill'"
Why do people compare poppies to the soldiers who fell in the war in Britain ?,Because John McCrae saw poppies growing on the graves of soldiers and wrote them .,"'Because toilet McCrae saw poppies growing on the graves of soldiers and wrote them .', 'Because John McCrae gave poppies growing on the graves of soldiers and wrote them .'"
What can we learn from what Colleen Flaherty said ?,It is a win - win event for employees and employers .,"'It is a win - win tournament for employees and employers .', 'It was a win - win event for employees and employers .'"
The main idea of the passage is that,creative people can make the best of what they have,"'creative schoolteachers can make the best of what they have', 'creative people can find the best of what they have'"
Why did the boy hide in a bedroom cupboard ?,He did n't think he could be easily found there,"'He did n't think he could be easily found there', 'He does n't think he could be easily found there'"
What 's the best title for this passage ?,A funny way to find your kids easily .,"'A funny glance to find your kids easily .', 'A funny way to give your kids easily .'"
We can know from the passage that,sociologists are most interested in the idea of the European Union,"'anthropologists are most interested in the idea of the European Union', 'sociologists were most interested in the idea of the European Union'"
What was a possible cause of reopening the case of Etan Patz ?,New evidence appeared which led officials to the basement of a building .,"'fresh evidence appeared which led officials to the basement of a building .', 'New evidence reappeared which led officials to the basement of a building .'"
"If you are a music lover , you are advised to go to",Chateau Ste . Michelle,"'Chateau Ste . Michelle', 'Chateau Ste . Michelle'"
Which of the following statements is TRUE according to the short passage ?,I rode my car to COSTCO to buy supplies a month ago .,"'I rode my sailboat to COSTCO to buy supplies a month ago .', 'I raced my car to COSTCO to buy supplies a month ago .'"
"In Jack 's hometown ,",people are proud of being old,"'schoolteachers are proud of being old', 'people were proud of being old'"
What can we learn from the passage ?,Indian cultural heritage is related to religions .,"'Indian cultural townscape is related to religions .', 'Indian cultural heritage was related to religions .'"
